match_id	player	minutes_played	gk_all_passes_short_complete	gk_all_passes_short_incomplete	gk_all_passes_short_ratio	gk_all_passes_medium_complete	gk_all_passes_medium_incomplete	gk_all_passes_medium_ratio	gk_all_passes_long_complete	gk_all_passes_long_incomplete	gk_all_passes_long_ratio	gk_all_passes_total_complete	gk_all_passes_total_incomplete	gk_all_passes_total_ratio	gk_open_play_passes_short_complete	gk_open_play_passes_short_incomplete	gk_open_play_passes_short_ratio	gk_open_play_passes_medium_complete	gk_open_play_passes_medium_incomplete	gk_open_play_passes_medium_ratio	gk_open_play_passes_long_complete	gk_open_play_passes_long_incomplete	gk_open_play_passes_long_ratio	gk_open_play_passes_total_complete	gk_open_play_passes_total_incomplete	gk_open_play_passes_total_ratio	gk_open_play_passes_under_pressure_complete	gk_open_play_passes_under_pressure_incomplete	gk_open_play_passes_under_pressure_ratio	gk_open_play_passes_without_pressure_complete	gk_open_play_passes_without_pressure_incomplete	gk_open_play_passes_without_pressure_ratio	gk_open_play_passes_pressured_ratio	gk_open_play_passes_under_pressure_avg_length	gk_open_play_passes_without_pressure_avg_length	gk_open_play_passes_diff_in_avg_length_while_pressured	gk_goal_kicks_short_complete	gk_goal_kicks_short_incomplete	gk_goal_kicks_short_ratio	gk_goal_kicks_medium_complete	gk_goal_kicks_medium_incomplete	gk_goal_kicks_medium_ratio	gk_goal_kicks_long_complete	gk_goal_kicks_long_incomplete	gk_goal_kicks_long_ratio	gk_goal_kicks_total_complete	gk_goal_kicks_total_incomplete	gk_goal_kicks_total_ratio	gk_hands_passes_short_complete	gk_hands_passes_short_incomplete	gk_hands_passes_short_ratio	gk_hands_passes_medium_complete	gk_hands_passes_medium_incomplete	gk_hands_passes_medium_ratio	gk_hands_passes_long_complete	gk_hands_passes_long_incomplete	gk_hands_passes_long_ratio	gk_hands_passes_total_complete	gk_hands_passes_total_incomplete	gk_hands_passes_total_ratio	gk_feet_passes_short_complete	gk_feet_passes_short_incomplete	gk_feet_passes_short_ratio	gk_feet_passes_medium_complete	gk_feet_passes_medium_incomplete	gk_feet_passes_medium_ratio	gk_feet_passes_long_complete	gk_feet_passes_long_incomplete	gk_feet_passes_long_ratio	gk_feet_passes_total_complete	gk_feet_passes_total_incomplete	gk_feet_passes_total_ratio	gk_shots_conceded	gk_shots_conceded_xg	gk_avg_shot_conceded_xg	gk_shots_faced	gk_shots_faced_xg	gk_shots_faced_post_shot_xg	gk_avg_shot_faced_xg	gk_avg_shot_faced_post_shot_xg	gk_shots_saved	gk_shot_saved_xg	gk_shot_saved_post_shot_xg	gk_avg_shot_saved_xg	gk_avg_shot_saved_post_shot_xg	gk_save_ratio	gk_goals_conceded	gk_avg_goals_conceded_xg	gk_avg_goals_conceded_post_shot_xg	gk_avg_defensive_action_location	gk_avg_open_play_pass_location	gk_avg_carry_start_location	gk_avg_carry_end_location	gk_avg_ball_receipt_location	gk_avg_location_with_ball	gk_avg_location	gk_contributed_free_kick_opposition_half	gk_contributed_corners	gk_contributed_open_play_shots	gk_contributed_direct_free_kick_shots	gk_contributed_penalities_won	gk_tpo_total_positive_outcome	gk_ball_recoveries	gk_blocks	gk_pressures	gk_dribbled_past	gk_total_defensive_actions	gk_punches_save	gk_punches_danger	gk_punches_out	gk_total_punches	gk_clears	gk_total_smothers	gk_smothers_won	gk_total_collections	gk_collections_won	gk_ratio_collections	gk_claims
3939499	Kacper Tobiasz	99.27	2.0	0.0	1.0	17.0	0.0	1.0	5.0	2.0	0.71	24.0	2.0	0.92	2.0	0.0	1.0	16.0	0.0	1.0	2.0	1.0	0.67	20.0	1.0	0.95	3.0	0.0	1.0	17.0	1.0	0.94	0.14	17.3	27.1	-9.8	0.0	0.0		1.0	0.0	1.0	2.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0		2.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	1.0	2.0	0.0	1.0	15.0	0.0	1.0	4.0	1.0	0.8	21.0	1.0	0.95	7.0	1.24	0.18	3.0	0.85	1.54	0.28	0.51	2.0	0.15	0.55	0.08	0.28	0.67	1.0	0.7	0.99	7.9	13.85	10.85	13.49	11.81	12.54	12.32	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0		2.0
